Time_Stamp,Year,Month,Response_ID,Hunger_Experience,Moving_Times,Self_Confidence,Hometown,Age,Parental_Income,Race_Ethnicity,School_Year,Transfer_Student,College,Gender_Identity,Sex,Living_Location,
11/18/2021 21:12,2021,November,625,No,2,Disagree slightly,"Snellville,Georgia,30039",18,"Below $40,000",Black,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/18/2021 23:12,2021,November,626,Yes,1,Disagree slightly,"Douglaston, New York 11362",20,"$60,000 - $99,999",Asian,3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/19/2021 15:14,2021,November,627,No,0,Agree slightly,"Owings Mills, MD 21117",19,"$500,000 - $749,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/20/2021 0:14,2021,November,628,No,4,Disagree slightly,"staten island, new york, 10305",19,"$40,000 - $59,999",Unknown,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/20/2021 16:09,2021,November,629,No,2,Agree somewhat,"New York, New York 10028",19,"More than $750,000","White (of European descent),Hispanic",1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/21/2021 15:37,2021,November,630,No,1,Agree somewhat,"East Setauket, New York 11733",19,"$175,000 - $299,999",Asian,2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
11/21/2021 17:20,2021,November,631,No,0,Agree somewhat,"Bellmore, New York 11710",21,"$500,000 - $749,999",White (of European descent),4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/22/2021 9:07,2021,November,632,No,0,Agree slightly,"Moorhead, Minnesota 56560",19,"$60,000 - $99,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/22/2021 12:34,2021,November,633,No,6,Disagree slightly,"Rutherford, NJ 07070",21,"$40,000 - $59,999",Asian,4th year undergraduate,No,SC Johnson College of Business,Man,Male,Off campus,
11/22/2021 14:18,2021,November,634,Yes,7,Agree somewhat,Washington Dc 20020,19,"Below $40,000",Black,3rd year undergraduate,No,SC Johnson College of Business,Gender non-conforming,Intersex,On campus,
11/22/2021 15:55,2021,November,635,No,1,Don't know / not applicable,"Queens, New York,  11369",20,"Below $40,000",Asian,3rd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/22/2021 18:34,2021,November,636,No,1,Agree slightly,"Princeton, New Jersey 08540",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/23/2021 8:34,2021,November,637,No,9,Agree slightly,"McLean, VA 22101",19,"More than $750,000",Unknown,2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
11/23/2021 9:56,2021,November,638,No,0,Agree slightly,"New Canaan, Connecticut 06840",19,"$100,000 - $174,999",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/23/2021 22:51,2021,November,639,No,0,Disagree slightly,New york ny 10028,19,"$175,000 - $299,999",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/17/2021 7:34,2021,November,640,,,,,,,,,,,,,,
11/24/2021 8:16,2021,November,641,No,0,Agree slightly,"Downingtown, PA 19335",20,"$175,000 - $299,999",Asian,2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
11/24/2021 10:05,2021,November,642,No,1,Agree strongly,"Chappaqua, NY 10514",21,"$300,000 - $499,999",White (of European descent),4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
11/18/2021 17:33,2021,November,643,,,,,,,,,,,,,,
11/25/2021 20:46,2021,November,644,No,4,Agree somewhat,"Rochester, New York 14450",19,"$40,000 - $59,999",Black,2nd year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
11/25/2021 19:42,2021,November,645,No,2,Don't know / not applicable,"Mohegan Lake, New York 10547",18,"$175,000 - $299,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/26/2021 11:24,2021,November,646,No,0,Disagree slightly,"Chiang Mai, Thailand 50000",19,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/26/2021 21:32,2021,November,647,No,0,Agree somewhat,"Depew, NY 14043",18,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
11/27/2021 8:33,2021,November,648,No,7,Agree somewhat,"Daegu, South Korea 42028",21,"$175,000 - $299,999",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/27/2021 8:47,2021,November,649,No,1,Agree slightly,"Dix Hills, NY 11746",21,"More than $750,000",White (of European descent),4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
11/27/2021 11:26,2021,November,650,No,1,Disagree slightly,"Chester, New Jersey, 07930",20,"$100,000 - $174,999",White (of European descent),3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/27/2021 11:36,2021,November,651,No,0,Agree slightly,"Jersey City, NJ 07310",20,"More than $750,000",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/27/2021 11:29,2021,November,652,No,0,Agree somewhat,"Media, Pennsylvania 19063",21,"$500,000 - $749,999","White (of European descent),Asian,Mixed Race",4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
11/27/2021 12:41,2021,November,653,No,7,Agree somewhat,"Glen Burnie, Maryland, 21061",21,"$60,000 - $99,999","American Indian or Alaskan Native,White (of European descent),Hispanic,Mixed Race",3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/27/2021 16:12,2021,November,654,No,3,Don't know / not applicable,"Ashburn, Virginia 20147",21,"$175,000 - $299,999","Hispanic,Middle Eastern,Mixed Race",4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/27/2021 22:47,2021,November,655,No,3,Agree slightly,California,22,"Below $40,000",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/28/2021 7:59,2021,November,656,No,0,Disagree slightly,"Durant, OK 74701",20,"$100,000 - $174,999","American Indian or Alaskan Native,White (of European descent)",3rd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/28/2021 10:02,2021,November,657,Don't know,2,Agree slightly,"Rancho Palos Verdes, California 90275",18,"Below $40,000",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/28/2021 12:10,2021,November,658,No,1,Agree slightly,"Brooklyn, New York 11234",18,"$175,000 - $299,999","White (of European descent),Black",2nd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,Off campus,
11/28/2021 16:18,2021,November,659,No,2,Agree slightly,Shenzhen Guangdong 518000,20,"$100,000 - $174,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/28/2021 18:43,2021,November,660,No,2,Agree strongly,"Leominster, Massachusetts 01453",19,"Below $40,000",Black,2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/28/2021 18:48,2021,November,661,No,9,Agree somewhat,"Buffalo, New York 14211",21,"Below $40,000",Black,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/28/2021 20:32,2021,November,662,No,1,Agree somewhat,"Ithaca, New York 14850 ",18,"$100,000 - $174,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
11/21/2021 23:58,2021,November,663,,,,,,,,,,,,,,
11/29/2021 0:11,2021,November,664,No,0,Don't know / not applicable,new york,19,"$60,000 - $99,999",Unknown,2nd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
11/29/2021 2:22,2021,November,665,No,2,Don't know / not applicable,"Ithaca, New York 14853",19,"$60,000 - $99,999",Black,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/22/2021 8:25,2021,November,666,,,Disagree slightly,,,,,,,,,,,
11/29/2021 10:57,2021,November,667,No,2,Don't know / not applicable,Sugar Land,19,"$60,000 - $99,999",Asian,2nd year undergraduate,No,College of Engineering,Man,Male,On campus,
11/29/2021 13:44,2021,November,668,No,1,Agree strongly,"Rye, New York 10580",18,"More than $750,000",White (of European descent),1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
11/29/2021 14:31,2021,November,669,No,11,Agree somewhat,"Virginia Beach, VA 23451",21,"$100,000 - $174,999","White (of European descent),Black,Mixed Race",4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/29/2021 15:52,2021,November,670,No,0,Agree somewhat,"Arlington, Virginia 22202",23,"$100,000 - $174,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/29/2021 18:50,2021,November,671,No,3,Agree slightly,"Atlanta, GA 30327",21,"More than $750,000",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
11/29/2021 20:02,2021,November,672,No,2,Agree somewhat,"La Canada, CA 91011",18,"Below $40,000",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/30/2021 10:31,2021,November,673,No,0,Disagree somewhat,"Scarsdale, NY 10583",18,"$300,000 - $499,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/30/2021 12:48,2021,November,674,No,5,Don't know / not applicable,"McLean, VA 22101",19,"Below $40,000",Hispanic,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/30/2021 14:49,2021,November,675,No,2,Agree slightly,"Bellmore, New York 11710",18,"$175,000 - $299,999",White (of European descent),1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
11/30/2021 16:26,2021,November,676,No,2,Agree slightly,Hong Kong SAR,19,"$175,000 - $299,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/30/2021 15:32,2021,November,677,No,4,Agree slightly,"Williston Park, New York 11596",18,"$175,000 - $299,999",Asian,1st year undergraduate,No,College of Human Ecology,Man,Male,On campus,
11/30/2021 18:10,2021,November,678,No,0,Disagree slightly,"armonk, new york, 10504",20,"$300,000 - $499,999",White (of European descent),3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
11/30/2021 18:10,2021,November,679,No,0,Agree slightly,"La Mesa, California, 91941",19,"$100,000 - $174,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
11/30/2021 20:16,2021,November,680,No,4,Agree slightly,Hong Kong,19,"$500,000 - $749,999",Asian,1st year undergraduate,No,College of Human Ecology,Man,Male,On campus,
11/30/2021 20:35,2021,November,681,No,0,Don't know / not applicable,"New York, NY 10021",20,"$500,000 - $749,999",White (of European descent),3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/30/2021 20:38,2021,November,682,No,3,Agree somewhat,"Cohoes, New York, 12047",20,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
11/23/2021 21:33,2021,November,683,,,,,,,,,,,,,,
12/1/2021 11:53,2021,December,684,No,1,Don't know / not applicable,"Saskatoon, SK, Canada",19,"$175,000 - $299,999",White (of European descent),1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/1/2021 11:49,2021,December,685,No,1,Agree somewhat,"Enfield, Connecticut 06082",18,"$60,000 - $99,999","American Indian or Alaskan Native,White (of European descent)",2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
12/1/2021 12:43,2021,December,686,Yes,0,Agree somewhat,"Schenectady, NY 12308",19,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
12/1/2021 14:34,2021,December,687,No,1,Agree slightly,"Arlington, Virginia 22201",19,"$500,000 - $749,999",Mixed Race,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/1/2021 14:48,2021,December,688,No,1,Agree slightly,"Beverly, Massachusetts 01915",21,"$175,000 - $299,999",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/1/2021 15:08,2021,December,689,No,0,Don't know / not applicable,"Miami, Florida, 33165",21,"$60,000 - $99,999","White (of European descent),Hispanic",4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/1/2021 15:42,2021,December,690,No,6,Disagree slightly,"Beijing , China",21,"$60,000 - $99,999",Asian,3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/1/2021 16:16,2021,December,691,No,5,Agree slightly,"Princeton, New Jersey 08540",21,"More than $750,000","White (of European descent),Asian",4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/1/2021 18:15,2021,December,692,No,1,Disagree somewhat,"Short Hills, New Jersey, 07078",22,"More than $750,000",White (of European descent),4th year undergraduate,No,School of Industrial and Labor Relations,Woman,Female,Off campus,
12/1/2021 19:02,2021,December,693,No,0,Agree slightly,"Coral Springs, Florida, 33076",18,"$100,000 - $174,999",Hispanic,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/1/2021 19:42,2021,December,694,No,6,Agree slightly,"Farmingdale, NY, 11735",19,"Below $40,000",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/2/2021 7:47,2021,December,695,No,1,Agree slightly,"Fairfield, CT 06825",23,"$100,000 - $174,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/2/2021 8:27,2021,December,696,No,4,Don't know / not applicable,"New Rochelle, New York, 10538",19,"$500,000 - $749,999",White (of European descent),2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
12/2/2021 8:02,2021,December,697,No,1,Agree somewhat,"Highland, MD 20777",22,"$300,000 - $499,999",White (of European descent),4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
12/2/2021 2:11,2021,December,698,Yes,0,Don't know / not applicable,"Pine City, New York 14871",20,"Below $40,000",White (of European descent),3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
11/25/2021 12:13,2021,November,699,,,,,,,,,,,,,,
12/2/2021 12:03,2021,December,700,No,2,Don't know / not applicable,"Camarillo, California, 93012",21,"$175,000 - $299,999",Asian,4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
12/2/2021 11:57,2021,December,701,No,2,Agree somewhat,"Wayne, PA 19087",19,"$175,000 - $299,999","American Indian or Alaskan Native,White (of European descent)",1st year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
12/2/2021 13:36,2021,December,702,No,0,Agree slightly,"Manhattan, New York, 10021",18,"More than $750,000",Asian,1st year undergraduate,No,School of Industrial and Labor Relations,Woman,Female,On campus,
12/2/2021 14:43,2021,December,703,No,0,Agree somewhat,"Buenos Aires, Argentina, 1425",19,"More than $750,000","White (of European descent),Hispanic",1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/2/2021 21:52,2021,December,704,No,2,Agree somewhat,"irvington, new york, 10533",19,"$300,000 - $499,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Man,Male,On campus,
12/2/2021 21:58,2021,December,705,No,0,Agree somewhat,"New York, NY 10025",21,"More than $750,000","White (of European descent),Middle Eastern",4th year undergraduate,No,College of Engineering,Man,Male,Off campus,
12/3/2021 8:20,2021,December,706,No,0,Agree slightly,"Cedar Grove, New Jersey 07009",18,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Engineering,Gender non-conforming,Female,On campus,
12/3/2021 9:08,2021,December,707,No,2,Agree somewhat,"Roslyn, New York 11576",19,"$500,000 - $749,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/3/2021 8:31,2021,December,708,No,1,Agree somewhat,"Syracuse, New York 13215",19,"$175,000 - $299,999",Black,2nd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,Off campus,
12/3/2021 10:11,2021,December,709,No,0,Agree slightly,"Lincoln Park, New Jersey, 07035",22,"$175,000 - $299,999",White (of European descent),4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/3/2021 10:56,2021,December,710,No,0,Agree slightly,"Laurel Hollow, NY 11791",19,"More than $750,000",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/3/2021 12:51,2021,December,711,No,1,Agree slightly,"Ann Arbor, MI 48104",18,"$300,000 - $499,999","White (of European descent),Middle Eastern",1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/3/2021 13:11,2021,December,712,No,1,Agree somewhat,"Armonk, New York 10504",19,"More than $750,000",White (of European descent),2nd year undergraduate,Yes,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/3/2021 13:52,2021,December,713,No,2,Agree slightly,"Manhattan, New York 10075",19,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/3/2021 16:30,2021,December,714,No,2,Agree somewhat,"Needham, Massachusetts, 02492",21,"$175,000 - $299,999",White (of European descent),4th year undergraduate,Yes,College of Agriculture and Life Sciences,Man,Male,Off campus,
12/3/2021 20:05,2021,December,715,No,2,Agree slightly,"Great Neck, New York, 11023",21,"More than $750,000",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/3/2021 9:35,2021,December,716,No,3,Agree slightly,"Bedford, NY, 10506",18,"$175,000 - $299,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/4/2021 10:56,2021,December,717,No,1,Agree somewhat,"Roslyn Heights, New York, 11577",18,"More than $750,000",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/4/2021 11:10,2021,December,718,No,0,Agree slightly,"New York, New York 10075",21,"More than $750,000",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/4/2021 11:17,2021,December,719,No,0,Agree slightly,"Southampton, NY, 11968",18,"More than $750,000",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/4/2021 13:04,2021,December,720,No,0,Disagree somewhat,"Oyster Bay, New York 11771",20,"$60,000 - $99,999",White (of European descent),4th year undergraduate,Yes,College of Human Ecology,Gender non-conforming,Male,Off campus,
12/4/2021 16:30,2021,December,721,No,10,Agree somewhat,"Telluride, Colorado 81435",20,"$60,000 - $99,999","White (of European descent),Hispanic",3rd year undergraduate,Yes,College of Arts and Sciences,Woman,Female,On campus,
12/4/2021 16:37,2021,December,722,No,2,Agree slightly,"Quincy, MA 02171",20,"$100,000 - $174,999",Middle Eastern,1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
12/4/2021 17:06,2021,December,723,No,1,Disagree slightly,"silver spring, md , 20904",19,"$60,000 - $99,999",Black,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/4/2021 18:46,2021,December,724,Yes,0,Agree slightly,"Brooklyn, New York 11204",19,"$60,000 - $99,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/4/2021 19:10,2021,December,725,No,5,Disagree somewhat,boca raton fl 33496,18,"$300,000 - $499,999",Middle Eastern,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/4/2021 19:56,2021,December,726,No,6,Agree somewhat,"Lebanon, PA, 17042",19,"Below $40,000",Asian,3rd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
12/5/2021 11:16,2021,December,727,No,1,Agree slightly,"Los Altos, CA 94022",21,"$175,000 - $299,999",Asian,4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/4/2021 21:10,2021,December,728,No,1,Disagree somewhat,"Basking Ridge, NJ 07920",22,"More than $750,000","White (of European descent),Asian",4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/5/2021 11:42,2021,December,729,No,0,Agree somewhat,"East Concord, New York 14055",19,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/5/2021 14:13,2021,December,730,Yes,4,Disagree slightly,"arlington, va, 22203",22,"$100,000 - $174,999",Hispanic,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/5/2021 14:48,2021,December,731,No,2,Agree slightly,"Great Neck, New York, 11020",21,"More than $750,000",White (of European descent),4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/5/2021 15:43,2021,December,732,No,6,Agree slightly,"San Jose, California, 95119",19,"More than $750,000",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/5/2021 20:11,2021,December,733,No,1,Disagree somewhat,"Woolwich Twp., New Jersey 08085",22,"$100,000 - $174,999","White (of European descent),Mixed Race",4th year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
11/28/2021 21:08,2021,November,734,,,,,,,,,,,,,,
12/5/2021 22:50,2021,December,735,Yes,0,Disagree slightly,"Flushing, New York 11354",20,"$100,000 - $174,999",Asian,3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
12/5/2021 23:02,2021,December,736,No,0,Agree somewhat,"Morris, Connecticut, 06763",19,"$300,000 - $499,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/6/2021 2:04,2021,December,737,No,1,Agree strongly,baldwin ny 11510,19,"$175,000 - $299,999",Black,2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
12/6/2021 9:11,2021,December,738,No,2,Agree somewhat,"East Rutherford, NJ 07073",18,"$60,000 - $99,999",Asian,1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/6/2021 9:17,2021,December,739,No,7,Agree slightly,"Newton, MA 02459",21,"$175,000 - $299,999",White (of European descent),4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
12/6/2021 9:18,2021,December,740,No,5,Don't know / not applicable,"San Juan, Puerto Rico, 00907",20,"More than $750,000",Hispanic,3rd year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
12/6/2021 9:23,2021,December,741,No,2,Disagree slightly,"Long Beach, New York, 11561",19,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
12/6/2021 9:46,2021,December,742,No,1,Disagree slightly,"New York, New York, 10065",19,"More than $750,000",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/6/2021 9:57,2021,December,743,No,2,Agree strongly,"Aurora, Illinois 60502",20,"$60,000 - $99,999",Asian,3rd year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
12/6/2021 10:56,2021,December,744,No,1,Agree somewhat,"Stone Mountain, GA 30087",21,"Below $40,000",Black,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/6/2021 9:31,2021,December,745,No,5,Don't know / not applicable,"Gangnam-gu, Seoul, Korea, 06294",20,"More than $750,000",Asian,2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
12/6/2021 12:13,2021,December,746,No,0,Disagree slightly,"Highland Park NJ, 08904",20,"$300,000 - $499,999",White (of European descent),2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
12/6/2021 12:00,2021,December,747,Yes,0,Agree slightly,"Alhambra, California 91801",20,"$60,000 - $99,999",Hispanic,3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/6/2021 10:19,2021,December,748,No,0,Disagree slightly,"Westfield, New Jersey 07090",19,"$500,000 - $749,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/6/2021 12:31,2021,December,749,No,1,Disagree somewhat,"Bronx, NY",18,"$60,000 - $99,999",Asian,2nd year undergraduate,No,SC Johnson College of Business,Woman,Female,On campus,
12/6/2021 12:50,2021,December,750,No,0,Agree slightly,"Naples, Florida 34102",20,"$300,000 - $499,999",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/6/2021 11:49,2021,December,751,Don't know,7,Agree somewhat,New York City ,21,"$40,000 - $59,999","White (of European descent),Asian",4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/6/2021 14:23,2021,December,752,No,1,Agree somewhat,"Ithaca, New York 14850",18,"$100,000 - $174,999",White (of European descent),1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/6/2021 14:57,2021,December,753,Yes,1,Agree slightly,Somerset NJ 08873,21,"Below $40,000","Black,Hispanic",4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/6/2021 15:47,2021,December,754,No,4,Don't know / not applicable,"Arden, NC 28704",20,"$60,000 - $99,999",Asian,3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/6/2021 16:08,2021,December,755,No,2,Agree strongly,"Greenwich, Connecticut 06830",19,"$500,000 - $749,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
12/6/2021 17:07,2021,December,756,No,5,Don't know / not applicable,"Los Altos Hills, California 94024 ",21,"More than $750,000",White (of European descent),4th year undergraduate,Yes,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/6/2021 16:38,2021,December,757,No,1,Agree somewhat,"Andover, Minnesota 55304",20,"$100,000 - $174,999",Black,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/6/2021 20:07,2021,December,758,Yes,4,Don't know / not applicable,Closter NJ 07624,19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/6/2021 19:22,2021,December,759,No,0,Agree slightly,"Bronxville, New york 10708",18,"$100,000 - $174,999",White (of European descent),1st year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
12/6/2021 20:40,2021,December,760,No,4,Disagree slightly,"Sterling, VA 20164",20,"$100,000 - $174,999",Hispanic,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/6/2021 21:48,2021,December,761,No,0,Don't know / not applicable,"Schenectady, New York 12309",19,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/6/2021 21:53,2021,December,762,No,0,Agree slightly,"New York City, New York, 10022.",19,"$300,000 - $499,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/6/2021 22:15,2021,December,763,Yes,1,Disagree slightly,"Syracuse, NY 13104",19,"$100,000 - $174,999",Black,2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/29/2021 23:15,2021,November,764,,,,,,,,,,,,,,
12/7/2021 5:47,2021,December,765,No,0,Disagree slightly,"Garden City, New York 11530",21,"More than $750,000",White (of European descent),4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/7/2021 7:54,2021,December,766,No,1,Don't know / not applicable,"Norwalk, CT, 06850",20,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/7/2021 9:20,2021,December,767,No,5,Disagree slightly,"Beijing, China 100093",22,"$300,000 - $499,999",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/7/2021 10:07,2021,December,768,Yes,2,Agree somewhat,Saratoga Springs NY 12866,21,"$60,000 - $99,999",White (of European descent),3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/7/2021 10:40,2021,December,769,No,4,Agree slightly,"Ithaca, New York 14850",21,"$175,000 - $299,999",Asian,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/7/2021 10:57,2021,December,770,No,3,Disagree somewhat,"East Setauket, New YOrk 11733",19,"$500,000 - $749,999",Asian,3rd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
